"permalink	name	homepage_url	category_list	status	country_code	state_code	region	city	founded_at",,,,,,,,,,,,,,,,
"/Organization/-Fame	#fame	http://livfame.com	Media	operating	IND	16	Mumbai	Mumbai	",,,,,,,,,,,,,,,,
"/Organization/Act-Teleconferencing-Inc	ACT",Teleconferencing,"Inc.	http://www.acttel.com	Collaboration|Enterprises|Technology	operating					01-01-1990",,,,,,,,,,,,,,
"/Organization/Acta-Technology	Acta","technology	http://www.acta.com	Data",Integration|Enterprises|Real,"Time	acquired	USA	CA	SF",Bay,"Area	Mountain","Area	Mountain",,,,,,,,,,
"/Organization/Actacell	Actacell	http://www.actacell.com	Batteries|Clean","Technology|Search	acquired	USA	TX	Austin	Austin	",,,,,,,,,,,,,,,
"/Organization/Actblue	ActBlue	http://www.actblue.com	Politics	operating					01-01-2004",,,,,,,,,,,,,,,,
"/Organization/Actcat	Actcat	https://www.sideci.com/	SaaS	closed	JPN	40	Tokyo	Tokyo	10-05-2012",,,,,,,,,,,,,,,,
"/Organization/Acteavo	Acteavo	http://www.acteavo.com	B2B|Leisure|Travel",&,"Tourism	acquired	IRL	7	Dublin	Dublin	01-01-2013",,,,,,,,,,,,,,
"/Organization/Actelis-Networks	Actelis","Networks	http://www.actelis.com	Internet|Software|Web","Hosting	operating	USA	CA	SF",Bay,"Area	Fremont	01-01-1998",,,,,,,,,,,,
"/Organization/Actiance	Actiance	http://www.actiance.com	Software	operating	USA	CA	SF",Bay,"Area	Redwood","City	01-01-1998",,,,,,,,,,,,,
"/Organization/Acticut-International	Acticut","International		Manufacturing	operating	USA	UT	UT",-,"Other	Alpine	25-06-2005",,,,,,,,,,,,,
"/Organization/Actifi	Actifi	http://actifi.com	Consulting	operating	USA	MN	Minneapolis	Plymouth	01-01-2003",,,,,,,,,,,,,,,,
"/Organization/Actifile	Actifile	http://www.actifile.com/	Information","Security|Software	operating	ISR	5	Tel","Aviv	Herzlia","B	17-02-2015",,,,,,,,,,,,,
"/Organization/Actifio	Actifio	http://www.actifio.com	Enterprise",Software|Information,Services|Information,"Technology	operating	USA	MA	Boston	Waltham	01-07-2009",,,,,,,,,,,,,
"/Organization/Actility	Actility	http://www.thingpark.com/en	Telecommunications	operating	FRA	A8	Paris	Paris	01-01-2010",,,,,,,,,,,,,,,,
"/Organization/Actimagine	Actimagine	http://www.actimagine.com	Software	operating	FRA	A8	Paris	Paris	01-01-2003",,,,,,,,,,,,,,,,
"/Organization/Actimis-Pharmaceuticals	Actimis","Pharmaceuticals	http://www.actimis.com	Biotechnology	acquired	USA	CA	San","Diego	San","Diego	",,,,,,,,,,,,,
"/Organization/Actimize	Actimize	http://www.niceactimize.com/	Software	acquired					01-01-1999",,,,,,,,,,,,,,,,
"/Organization/Actimo	actimo	http://www.actimo.dk	Audio|Information","Technology|Media|Messaging|Video	operating	DNK	17	Copenhagen	Copenhagen	01-01-2010",,,,,,,,,,,,,,,
"/Organization/Actinium-Pharmaceuticals	Actinium","Pharmaceuticals	http://www.actiniumpharmaceuticals.com	Biotechnology	ipo	USA	NY	New",York,"City	New","York	01-01-2000",,,,,,,,,,,,
"/Organization/Actinobac-Biomed	Actinobac","Biomed	http://www.actinobac.com	Biotechnology	operating	USA	NJ	Newark	North","Brunswick	01-01-2009",,,,,,,,,,,,,,
"/Organization/Action	Action	http://www.action.nl	E-Commerce	operating					",,,,,,,,,,,,,,,,
"/Organization/Action-Audio-Apps	Action",Audio,"Apps	http://actionaudioapps.net/	Media|News	operating	USA	NY	NY",-,"Other	Pleasantville	12-06-2012",,,,,,,,,,,,
"/Organization/Action-Auto-Sales	Action",Auto,"Sales	http://www.actionautoonline.com/	Finance|Venture","Capital	operating	USA	CA	CA",-,"Other	Ceres	02-02-2012","Other	Ceres	02-02-2013",,,,,,,,,,
"/Organization/Action-For-Children	Action",for,"Children	http://www.actionforchildren.org.uk/	Charity|Kids|Non","Profit	operating	GBR	F8	Watford	Watford	",,,,,,,,,,,,,
"/Organization/Action-Online-Entertainment	Action",Online,"Entertainment	http://www.actiononline.com/	Contact",Management|Web,"Design	operating	USA	FL			",,,,,,,,,,,,
"/Organization/Action-Online-Publishing	Action",Online,"Publishing	http://www.figures.com	Collectibles|Entertainment|Games|Toys	operating	USA	MO	St.","Louis	St","Louis	01-01-2010",,,,,,,,,,,,
"/Organization/Action-Pharma	Action","Pharma	http://www.actionpharma.com	Biotechnology	closed					01-01-2000",,,,,,,,,,,,,,,
"/Organization/Action-Plan-Manager-A-S	Action",Plan,Manager,"a.s.	http://www.profifox.com	Application",Platforms|Professional,Services|Project,Services|Project,,,,,,,,,,
"/Organization/Action-Products-International	Action",Products,"International	http://www.apii.com	Cloud","Computing|Consulting|Search|Software	operating	USA	NY	New",York,"City	New","City	New",,,,,,,,,,
"/Organization/Action-Sports	ACTION","SPORTS		Entertainment|Service","Providers|Sports	operating	USA	MA	Boston	Rockland	",,,,,,,,,,,,,,
"/Organization/Action-Square	Action","Square	http://www.action2quare.com/		closed					",,,,,,,,,,,,,,,
"/Organization/Actional-Garners	Actional","Garners		Technology	closed					",,,,,,,,,,,,,,,
"/Organization/Actionality	Actionality		Advertising	operating	DEU	2	Munich	Munich	01-01-2005",,,,,,,,,,,,,,,,
"/Organization/Actionbase	ActionBase	http://www.actionbase.com	Advertising|Business","Development	operating	ISR	5	Tel","Aviv	Tel","Aviv	01-03-2007",,,,,,,,,,,,,
"/Organization/Actionengine	Action","Engine	http://www.actionengine.com	Mobile	acquired	USA	WA	Seattle	Bellevue	01-02-2000",,,,,,,,,,,,,,,
"/Organization/Actionflow	ActionFlow	http://www.actionflow.com	Messaging|Productivity",Software|Task,"Management	operating	PRT	14	Lisbon	Lisbon	01-07-2009",,,,,,,,,,,,,,
"/Organization/Actioniq	ActionIQ	http://actioniq.co	Big",Data,Analytics|Business,Intelligence|Enterprise,Software|Marketing,"Automation	operating	USA	NY	New","Automation	operating	USA	NY	New","City	New","York	01-07-2014",,,,,,,,
"/Organization/Actionplanner	ActionPlanner","A/S	http://actionplanner.com	Application",Performance,Monitoring|Business,Services|Reviews,and,and,,,,,,,,,,
"/Organization/Actionrun	ActionRun	http://actionrun.com	Software	operating	USA	CA	SF",Bay,"Area	Mountain","View	01-01-2008",,,,,,,,,,,,,
"/Organization/Actions	Actions	http://getactionsapp.com	Apps|Digital","Media|iPad	operating	ITA	12	Turin	Turin	",,,,,,,,,,,,,,,
"/Organization/Actions-Semiconductor	Actions","Semiconductor	http://www.actions-semi.com/cn	Hardware|Hardware",+,"Software|Semiconductors	ipo	CHN	5	Guangdong	Guangdong	",,,,,,,,,,,,,
"/Organization/Actionsoft	Actionsoft	http://www.actionsoft.com.cn	Enterprise","Software	operating	CHN	22	Beijing	Beijing	",,,,,,,,,,,,,,,
"/Organization/Actionsprout	ActionSprout	http://actionsprout.com/	Facebook",Applications|Finance|Social,"Fundraising	operating	USA	WA	Seattle	Bellingham	",,,,,,,,,,,,,,
"/Organization/Actiontax-Ca	ActionTax.ca	http://actiontax.ca/	Finance|Venture","Capital	operating	CAN	AB	AB",-,"Other	Fort","Mcmurray	01-02-2010",,,,,,,,,,,,
"/Organization/Actionx	ActionX	http://actionx.com	Mobile	operating	USA	NY	New",York,"City	New","York	01-01-2012",,,,,,,,,,,,,
"/Organization/Actito	Actito	http://www.actito.com	Email|Marketing","Automation|Software	operating	BEL	12	Brussels	Louvain-la-neuve	01-05-2000",,,,,,,,,,,,,,,
"/Organization/Activ	Activ	http://www.activ.co	Real",Time|Virtual,"Worlds	operating					",,,,,,,,,,,,,,
"/Organization/Activ-Financial-Systems	ACTIV",Financial,"Systems	http://www.activfinancial.com	Software	operating	USA	IL	Chicago	Chicago	01-01-2002",,,,,,,,,,,,,,
"/Organization/Activ-Technologies	Activ","Technologies	http://activ-tech.com	Software	operating	USA	GA	Atlanta	Roswell	01-01-2006",,,,,,,,,,,,,,,
"/Organization/Activ8-Intelligence	activ8","Intelligence	http://www.a8i.co.uk	Software	operating	GBR	J9	GBR",-,"Other	Farnsfield	01-01-2005",,,,,,,,,,,,,
"/Organization/Activaero	Activaero	http://www.activaero.de	Biotechnology	acquired	DEU	2	DEU",-,"Other	Gemünden	01-01-2004",,,,,,,,,,,,,,
"/Organization/Activaided-Orthotics	Activaided","Orthotics	http://activaided.com	Fitness|Medical|Training	operating	USA	PA	Pittsburgh	Pittsburgh	01-01-2011",,,,,,,,,,,,,,,
"/Organization/Activate-Healthcare	Activate","Healthcare	http://activatehealthcare.com	Health","Care	operating	USA	IN	Indianapolis	Indianapolis	01-01-2009",,,,,,,,,,,,,,
"/Organization/Activate-Hub	Activate","Hub	http://activatehub.org/	Business","Services|Communities|Events	operating					",,,,,,,,,,,,,,
"/Organization/Activation-Life	Activation","Life	http://activationlife.com	Biotechnology	operating	USA	MN	Minneapolis	Bloomington	01-01-2009",,,,,,,,,,,,,,,
"/Organization/Activation-Media	""Activation",,"Inc.""	http://www.activationmobile.com	Consulting|Games|Motors	operating	USA	NY	New",York,"City	New","York	01-05-2011","York	01-05-2012",,,,,,,,,,
"/Organization/Activation-Solutions	Activation","Solutions	http://www.activation-solutions.com/	Consulting|Software	operating	USA	FL	Tampa	Clearwater	18-07-2014",,,,,,,,,,,,,,,
"/Organization/Activbiotics	ActivBiotics	https://www.activbiotics.com	Health","Care|Medical|Therapeutics	operating					",,,,,,,,,,,,,,,
"/Organization/Active-Circle	Active","Circle	http://www.active-circle.com	Software	closed	FRA	A8	FRA",-,"Other	Jouy-en-josas	01-12-2012",,,,,,,,,,,,,
"/Organization/Active-Dsp	Active","DSP	http://www.activedsp.com	Software	operating	NOR	16	Trondheim	Trondheim	01-01-2006",,,,,,,,,,,,,,,
"/Organization/Active-Endpoints	Active","Endpoints	http://www.activeendpoints.com	Enterprise","Software	operating	USA	MA	Boston	Waltham	01-01-2003",,,,,,,,,,,,,,
"/Organization/Active-Implants	Active","Implants	http://www.activeimplants.com	Biotechnology	operating	USA	TN	Memphis	Memphis	01-06-2004",,,,,,,,,,,,,,,
"/Organization/Active-International	Active","International	http://activeinternational.com	Advertising	operating	USA	NY	New",York,"City	Pearl","River	01-01-1984",,,,,,,,,,,,
"/Organization/Active-Junky	Active","Junky	http://www.activejunky.com	Comparison","Shopping|Coupons|E-Commerce|Outdoors	acquired	USA	CO	Denver	Denver	01-01-2010",,,,,,,,,,,,,,
"/Organization/Active-Lives-Care	Active",Lives,"Care			operating					",,,,,,,,,,,,,,
"/Organization/Active-Location-Inc	Active",Location,"Inc.	http://activelocation.com	Advertising|Mobile|Real","Time	operating	USA	NC	Raleigh	Raleigh	14-02-2014",,,,,,,,,,,,,
"/Organization/Active-Media	Active","Media	http://www.goodmedia.cn	Advertising	operating	CHN				01-01-2005",,,,,,,,,,,,,,,
"/Organization/Active-Mind-Technology	Active",Mind,"Technology	http://www.gamegolf.com	Software	operating	USA	CA	SF",Bay,"Area	San","Francisco	01-01-2010","Francisco	01-01-2011",,,,,,,,,,
"/Organization/Active-Navigation	Active","Navigation	http://www.activenavigation.com/	Big",Data|Oil,&,"Gas|Software	operating	GBR	F2	London	Winchester	",,,,,,,,,,,,
"/Organization/Active-Optical-Mems	Active",Optical,"MEMS	http://activeoptical.net	Electronics|Manufacturing|Mechanical","Solutions	closed	USA	CA	SF",Bay,"Area	Fremont	","Area	Fremont	",,,,,,,,,,
"/Organization/Active-Scaler	Active","Scaler	http://activescaler.com/	Software	operating	USA	CA	SF",Bay,"Area	Sunnyvale	",,,,,,,,,,,,,
"/Organization/Active-Semi	Active-Semi	http://www.active-semi.com	Semiconductors	operating	USA	TX	Dallas	Allen	01-01-2004",,,,,,,,,,,,,,,,
"/Organization/Active-Sonar-Inc	Active",SONAR,".Inc	http://www.active-sonar.co.jp/	E-Commerce|Fashion|Online","Shopping|Retail	operating					01-11-2012",,,,,,,,,,,,,
"/Organization/Active-Storage	Active","Storage	http://getactivestorage.com/index.php	Enterprise","Software	closed	USA	CA	Los","Angeles	Torrance	01-10-2008",,,,,,,,,,,,,
"/Organization/Active-Tax-Accounting	Active",Tax,&,"Accounting	http://www.activetaxllc.com/	Consulting	operating	USA	OR	""Salem",,"Oregon""	Mcminnville	01-07-2013","Oregon""	Mcminnville	01-07-2014",,,,,,,,,,
"/Organization/Active-Voice-Corporation	Active",Voice,"Corporation		Social","Media	acquired	USA	WA	Seattle	Seattle	01-01-1983",,,,,,,,,,,,,
"/Organization/Activecloud	ActiveCloud	http://www.activecloud.ru/	Cloud","Computing	closed	RUS	48	Moscow	Moscow	",,,,,,,,,,,,,,,
"/Organization/Actived	Actived	http://www.activedinc.com/actived/	Education	operating	USA	SC	Greenville",-,"Spartanburg	Greenville	",,,,,,,,,,,,,,
"/Organization/Activeeon	ActiveEon	http://www.activeeon.com/	Cloud","Computing	operating	FRA	B8	Nice	Valbonne	01-01-2007",,,,,,,,,,,,,,,
"/Organization/Activegift	ActiveGift	http://www.activegift.me	Curated",Web|Entertainment|Facebook,Applications|Gift,Card|Private,Social,Networking|Social,Networking|Social,Network,"Media	operating	UKR	13	Kiev	Kiev	01-03-2011",,,,,,,,
"/Organization/Activegrid	ActiveGrid	http://www.activegrid.com/	Information","Technology|SaaS|Visualization	closed	USA	CA	SF",Bay,"Area	San","Francisco	",,,,,,,,,,,,
"/Organization/Activehours	Activehours	https://www.activehours.com	Financial","Services	operating	USA	CA	SF",Bay,"Area	Palo","Alto	01-01-2012",,,,,,,,,,,,
"/Organization/Activelifescientific	Active",Life,"Scientific	http://activelifescientific.com	Biotechnology	operating	USA	CA	Santa","Barbara	Santa","Barbara	01-01-2007",,,,,,,,,,,,
"/Organization/Actively-Learn	Actively","Learn	http://www.activelylearn.com	Education	operating	USA	WA	Seattle	Seattle	11-04-2012",,,,,,,,,,,,,,,
"/Organization/Activenetwork	ACTIVE","Network	http://www.activenetwork.com	Software	acquired	USA	TX	Dallas	Dallas	01-08-1999",,,,,,,,,,,,,,,
"/Organization/Activeo	ActiveO	http://www.activeospine.com	Health",and,"Wellness	operating	USA	NV	NV",-,"Other	Incline","Village	","Village	",,,,,,,,,,
"/Organization/Activepath	ActivePath	http://www.activepath.com	Finance	operating	USA	NY	New",York,"City	New","York	01-01-2007",,,,,,,,,,,,,
"/Organization/Activerain	ActiveRain	http://activerain.com	Real","Estate	operating	USA	WA	Seattle	Seattle	01-06-2006",,,,,,,,,,,,,,,
"/Organization/Activesec	ActiveSec	http://www.activesec.eu	Mobile|Mobile","Social	operating	LTU	65	Vilnius	Vilnius	27-11-2006",,,,,,,,,,,,,,,
"/Organization/Activestrategy	ActiveStrategy	http://www.activestrategy.com	Software|Web","Development	operating	USA	PA	Philadelphia	Plymouth","Meeting	01-01-2000",,,,,,,,,,,,,,
"/Organization/Activetrak	ActiveTrak	http://gadgettrak.com	Mobile","Security|Security|Software	operating	USA	OR	""Portland",,"Oregon""	Portland	01-01-2007",,,,,,,,,,,,,
"/Organization/Activeusa-Com	ActiveUSA.com	http://www.active.com/		closed					",,,,,,,,,,,,,,,,
"/Organization/Actividentity	ActivIdentity	http://www.actividentity.com	Enterprise","Software	acquired	USA	CA	SF",Bay,"Area	Fremont	01-01-1985",,,,,,,,,,,,,
"/Organization/Activiews	ActiViews	http://www.activiews.com	Health","Care	acquired	ISR	4	Tel","Aviv	Haifa	01-01-2006",,,,,,,,,,,,,,
"/Organization/Activiomics	Activiomics	http://www.activiomics.com	Biotechnology|Health","Diagnostics	acquired	GBR	H9	London	London	",,,,,,,,,,,,,,,
"/Organization/Activism-Com	Activism.com	http://www.activism.com	Web","Hosting	operating					01-07-2010",,,,,,,,,,,,,,,
"/Organization/Activity-Rewards-Ltd	Bounts	http://www.bounts.it		operating	GBR	K2	London	Oxford	31-03-2011",,,,,,,,,,,,,,,,
"/Organization/Activity-Rocket	Activity","Rocket	http://www.activityrocket.com	Advertising|B2B|Consumer","Internet|Internet|Marketplaces	operating	USA	MD	""Washington",,"D.C.""	Bethesda	01-09-2011",,,,,,,,,,,,
"/Organization/Activity-Stream	Activity","Stream	http://www.activitystream.com	Analytics|Big",Data|Enterprise,Software|Predictive,"Analytics	operating	ISL	10	Reyjavik	Reykjavík	15-02-2013",,,,,,,,,,,,
"/Organization/Activityhero	ActivityHero	http://www.activityhero.com/	Education	operating	USA	CA	SF",Bay,"Area	Sunnyvale	01-01-2011",,,,,,,,,,,,,,
"/Organization/Activnetworks	ActivNetworks	http://www.activnetworks.com	Enterprise","Software	operating					01-01-1989",,,,,,,,,,,,,,,
"/Organization/Actiwave	Actiwave	http://www.actiwave.se	Mobile	operating	SWE	16	Linkoping	Linköping	01-01-2007",,,,,,,,,,,,,,,,
"/Organization/Actix	Actix	http://www.actix.com	Mobile	acquired	GBR	H9	London	London	01-01-1981",,,,,,,,,,,,,,,,
"/Organization/Actlight	ActLight	http://act-light.com/	Manufacturing|Semiconductors|Technology	operating	CHE	23	Lausanne	Lausanne	",,,,,,,,,,,,,,,,
"/Organization/Actogenix	ActoGeniX	http://www.actogenix.com/	Biotechnology|Clinical","Trials|Pharmaceuticals	acquired	BEL	8	BEL",-,"Other	Zwijnaarde	",,,,,,,,,,,,,
"/Organization/Acton	ACTON	http://www.ACTONglobal.com	Consumer",Electronics|Electric,Vehicles|Skate,"Wear|Transportation|Wearables	operating	USA	CA	Los","Angeles	Altadena	01-01-2011",,,,,,,,,,,,
"/Organization/Acton-Pharmaceuticals	Acton","Pharmaceuticals	http://actonpharmaceuticals.com	Biotechnology	acquired	USA	MA	Boston	Marlborough	",,,,,,,,,,,,,,,
"/Organization/Actona-Technologies	Actona","Technologies		Business","Services|Technology	acquired	USA	CA	SF",Bay,"Area	Los","Gatos	01-01-2000","Gatos	01-01-2001",,,,,,,,,,
"/Organization/Actsocial	ActSocial	http://www.actsocial.com	Advertising|Direct",Marketing|Social,CRM|Social,"Media	acquired	SGP		Singapore	Singapore	04-02-2009",,,,,,,,,,,,,
"/Organization/Actstack	actstack	http://actstack.com	Cloud","Management|Optimization|SaaS	operating	IND	2	Hyderabad	Hyderabad	26-01-2015",,,,,,,,,,,,,,,
"/Organization/Actual-Experience	Actual","Experience	http://www.actual-experience.com	Analytics|Information",Technology|Software|Supply,Chain,"Management	operating	GBR	A4	Bath	Bath	01-01-2009",,,,,,,,,,,,
"/Organization/Actual-Reports	Actual","Reports	http://actualreports.com	Developer",APIs|Document,Management|E-Commerce|Enterprise,"Software|SaaS|Software	operating					01-08-2012",,,,,,,,,,,,
"/Organization/Actualmeds	ActualMeds	http://www.adheretx.com/	Health","Care	operating	USA	CT	Hartford	East","Hartford	01-01-2009",,,,,,,,,,,,,,
"/Organization/Actualsun	ActualSun	http://www.actualsun.com		operating	USA	TX	Houston	Houston	01-01-2012",,,,,,,,,,,,,,,,
"/Organization/Actuatedmedical	ActuatedMedical	http://actuatedmedical.com	Hardware",+,"Software	operating	USA	PA	PA",-,"Other	Bellefonte	01-01-2006",,,,,,,,,,,,
"/Organization/Acturis	Acturis	http://acturis.com	Software	operating	GBR	H9	London	London	01-01-2000",,,,,,,,,,,,,,,,
"/Organization/Actus-Digital	Actus","Digital	http://www.actusdigital.com	Advertising|Big",Data,Analytics|Broadcasting|Cloud,Computing|Digital,Media|Enterprise,Media|Enterprise,"Streaming	operating	ISR	5	Tel","Aviv	Tel","Aviv	01-01-2006",,,,,,,
"/Organization/Actus-Interactive-Software	Actus",Interactive,"Software	http://actus-software.com	Software	operating	USA	CA	San","Diego	Carlsbad	01-01-2011",,,,,,,,,,,,,
"/Organization/Actv8	ACTV8me	http://actv8me.com	Telecommunications|Web","Hosting	operating	USA	CA	Los","Angeles	Beverly","Hills	01-01-2011",,,,,,,,,,,,,
"/Organization/Actx	ActX	http://actx.com	Biotechnology	operating	USA	WA	Seattle	Seattle	01-01-2012",,,,,,,,,,,,,,,,
"/Organization/Acucar-Guarani	Acucar","Guarani	http://www.acucarguarani.com.br/en/home	Manufacturing|Retail	closed	BRA	27	BRA",-,"Other	Olímpia	01-01-1976",,,,,,,,,,,,,
"/Organization/Acucela	Acucela	http://acucela.com	Biotechnology	operating	USA	WA	Seattle	Seattle	01-01-2002",,,,,,,,,,,,,,,,
"/Organization/Acufocus	AcuFocus	http://www.acufocus.com	Health","Care	operating	USA	CA	Anaheim	Irvine	01-01-2001",,,,,,,,,,,,,,,
"/Organization/Acuid-Corporation	Acuid","Corporation	http://www.acuid.com/	Intellectual","Property|Semiconductors|Technology	operating					01-01-1996",,,,,,,,,,,,,,
"/Organization/Acuitas-Medical	Acuitas","Medical	http://www.acuitasmedical.com	Health","Care	operating	GBR	C9	GBR",-,"Other	Wales	",,,,,,,,,,,,
"/Organization/Acuity-Medical-International	Acuity",Medical,"International	http://acuitymedicalinternational.com	Health","Care	operating	USA	MN	Minneapolis	Minneapolis	01-01-1998",,,,,,,,,,,,,
"/Organization/Acuity-Pharmaceuticals	Acuity","Pharmaceuticals	http://www.acuitypharma.com/	Health","Care|Pharmaceuticals|Technology	acquired	USA	PA	Philadelphia	Philadelphia	",,,,,,,,,,,,,,
"/Organization/Acuity-Systems	Acuity","Systems	http://salesmadeeasy.com	Consulting|Recruiting|Training	operating	USA	TX	Dallas	Dallas	01-01-1995",,,,,,,,,,,,,,,
"/Organization/Acuityads	AcuityAds	http://www.acuityads.com	Ad","Targeting|Advertising	operating	USA	NY	New",York,"City	New","York	01-01-2009",,,,,,,,,,,,
"/Organization/Acumatica	Acumatica	http://www.acumatica.com	Accounting|Cloud",Computing|CRM|Developer,Tools|Development,Platforms|Enterprise,Resource,Planning|Enterprise,Planning|Enterprise,,,,,,,,,,
"/Organization/Acumen-2	Autism","Acumen	http://autismacumen.com/	Medical|Video	operating	USA	CA	SF",Bay,"Area	San","Francisco	",,,,,,,,,,,,
"/Organization/Acumen-Holdings	Acumen","Holdings	http://www.acumenholdings.com	E-Commerce	operating	USA	AR	Fayetteville	Fayetteville	01-01-1995",,,,,,,,,,,,,,,
"/Organization/Acumen-Pharmaceuticals	Acumen","Pharmaceuticals	http://www.acumenpharm.com	Biotechnology|Health","Diagnostics	operating	USA	CA	SF",Bay,"Area	Livermore	01-01-1996",,,,,,,,,,,,
"/Organization/Acumentrics	Acumentrics	http://www.acumentrics.com	Manufacturing	operating	USA	MA	Boston	Westwood	01-01-1994",,,,,,,,,,,,,,,,
"/Organization/Acumera	Acumera	http://www.acumera.net/	Services	operating	USA	TX	Austin	Austin	",,,,,,,,,,,,,,,,
"/Organization/Acunote	Acunote	http://www.acunote.com	Analytics|Collaboration|Project",Management|Public,"Relations|Software	operating	USA	CA	SF",Bay,"Area	Foster","City	01-04-2007","City	01-04-2008",,,,,,,,,,
"/Organization/Acunu	Acunu	http://www.acunu.com	Analytics|Big","Data|Databases|Software|Storage	operating	GBR	H9	London	London	01-05-2009",,,,,,,,,,,,,,,
"/Organization/Acupera	Acupera	http://www.acupera.com	Health","Care	operating	USA	CA	SF",Bay,"Area	San","Francisco	01-08-2011",,,,,,,,,,,,
"/Organization/Acura-Pharmaceuticals	Acura","Pharmaceuticals	http://www.acurapharm.com	Biotechnology	ipo	USA	IL	Chicago	Palatine	",,,,,,,,,,,,,,,
"/Organization/Acurian	Acurian	https://www.acurian.com	Medical|Pharmaceuticals|Service","Providers	operating	USA	PA	Philadelphia	Horsham	",,,,,,,,,,,,,,,
"/Organization/Acusphere	Acusphere	http://www.acusphere.com	Biotechnology|Pharmaceuticals	ipo	USA	MA	Boston	Lexington	01-01-1993",,,,,,,,,,,,,,,,
"/Organization/Acustom-Apparel	Acustom","Apparel	http://acustom.com	Fashion|Mass",Customization|Mens,Specific|Specialty,"Retail	operating	USA	NY	New",York,York,"York	01-01-2011",,,,,,,,,
"/Organization/Acustream	Acustream	http://acustream.com	Health","Care	operating	USA	CO	Denver	Lafayette	01-01-2007",,,,,,,,,,,,,,,
"/Organization/Acutus-Medical	Acutus","Medical	http://www.acutusmedical.com	Biotechnology	operating	USA	CA	San","Diego	San","Diego	01-01-2011",,,,,,,,,,,,,
"/Organization/Acv-Auctions	ACV","Auctions	https://www.acvauctions.com/	Automotive	operating	USA	NY	Buffalo	Buffalo	01-01-2014",,,,,,,,,,,,,,,
"/Organization/Acylin-Therapeutics	Acylin","Therapeutics	http://www.acceleratorcorp.com/node/111	Biotechnology	operating	USA	WA	Seattle	Seattle	01-01-2009",,,,,,,,,,,,,,,
"/Organization/Ad-Dynamo	Ad","Dynamo	http://www.addynamo.com	Advertising	operating	ZAF		Cape","Town	Cape","Town	01-01-2009",,,,,,,,,,,,,
"/Organization/Ad-Hoc-Labs-2	Ad",Hoc,"Labs	http://burnerapp.com	Contact","Management|iPhone|Mobile|Telephony	operating	USA	CA	Los","Angeles	Los","Angeles	01-08-2012","Angeles	01-08-2013",,,,,,,,,,
"/Organization/Ad-Infuse	Ad","Infuse	http://www.adinfuse.com	Advertising|Mobile	acquired	USA	CA	SF",Bay,"Area	San","Francisco	01-11-2005",,,,,,,,,,,,
"/Organization/Ad-Iq	Ad.IQ	http://www.adiqglobal.com	Analytics|Customer",Service|Lead,"Management|Mobile	closed	GBR	H9	London	London	",,,,,,,,,,,,,,
"/Organization/Ad-Knights	Ad","Knights	http://www.adknights.com	Advertising|Social",Media,"Advertising|Video	closed	USA	TX	Houston	Houston	01-03-2010",,,,,,,,,,,,,
"/Organization/Ad-Ly	Adly	http://ad.ly	Social","Media	operating	USA	CA	Los","Angeles	Beverly","Hills	01-01-2009",,,,,,,,,,,,,
"/Organization/Ad-Network-Adisn	Adisn	http://www.adisn.com	Advertising	acquired	USA	CA	Los","Angeles	Woodland","Hills	",,,,,,,,,,,,,,
"/Organization/Ad-Pathlabs	AD","PathLabs		Health","Care|Medical|Technology	closed	USA	CA	Anaheim	Newport","Beach	",,,,,,,,,,,,,
"/Organization/Ad-Summos	Ad","Summos	http://www.adsummos.com	Advertising	closed	USA	NY	New",York,"City	New","York	01-01-2010",,,,,,,,,,,,
"/Organization/Ad-Tech-Media-Sales	Ad",Tech,Media,"Sales	http://www.adtechmediasales.com	Advertising|Email","Marketing|Software	operating	USA	TX	Dallas	Dallas	01-11-2013",,,,,,,,,,,,
"/Organization/Ad-Venture	Ad","Venture	http://ad-venture.tv/	Advertising|Television	operating	GBR	H9	London	London	12-12-2013",,,,,,,,,,,,,,,
"/Organization/Ad2Games	Ad2games	http://www.ad2games.com	Games|Online","Gaming	acquired	DEU	16	Berlin	Berlin	01-01-2007",,,,,,,,,,,,,,,
"/Organization/Ada-S-Avenue	Ada's","Avenue	http://shop.adas-avenue.eu/		operating					01-01-2012",,,,,,,,,,,,,,,
"/Organization/Adadapted	AdAdapted	http://adadapted.com	Advertising	operating	USA	MI	Detroit	Ann","Arbor	01-01-2012",,,,,,,,,,,,,,,
"/Organization/Adaffix	Adaffix	http://adaffix.com/	Android|Mobile	closed	AUT	9	Vienna	Vienna	01-04-2009",,,,,,,,,,,,,,,,
"/Organization/Adagene	Adagene	http://www.adagene.com/	Design|Engineering","Firms|Technology	operating	MEX	19	MEX",-,"Other	China	",,,,,,,,,,,,,
"/Organization/Adagility	AdAgility	http://www.AdAgility.com	Marketing","Automation|Monetization|Software	operating	USA	MA	Boston	Waltham	01-06-2012",,,,,,,,,,,,,,,
"/Organization/Adagio-Medical	Adagio","Medical	http://adagiomedical.com	Health","Care	operating	USA	CA	Los","Angeles	Laguna","Hills	01-01-2011",,,,,,,,,,,,
"/Organization/Adallom	Adallom	http://www.adallom.com	Cloud","Computing|Enterprises|Security	acquired	USA	CA	SF",Bay,"Area	Palo","Alto	01-01-2012",,,,,,,,,,,,
"/Organization/Adalta	AdAlta	http://www.adalta.com.au	Biotechnology	operating	AUS	7	AUS",-,"Other	Bundoora	01-01-2010",,,,,,,,,,,,,,
